name,group,n_params,l2_abs,l2_rel,cos_sim,diff_mean,diff_std,diff_max
model.7.cv1.bn.bias,other,16,0.05346206575632095,0.10395086644957204,0.9981832504272461,0.011091232299804688,0.007702578324824572,0.02783203125
model.7.cv1.bn.running_mean,other,16,0.15705044567584991,0.8741586945443682,0.7999398708343506,0.03239154815673828,0.022916430607438087,0.0806732177734375
model.7.cv1.bn.running_var,other,16,0.057001978158950806,0.22021971437552598,0.9837137460708618,0.012185096740722656,0.007631514221429825,0.0277099609375
model.7.cv2.conv.weight,other,512,0.2729507088661194,0.432474121312979,0.9179457426071167,0.009299047291278839,0.007691241335123777,0.04388427734375
model.7.cv2.bn.weight,other,16,0.03404339402914047,0.00841991837378318,0.9999735355377197,0.004730224609375,0.0073073129169642925,0.0283203125
model.7.cv2.bn.bias,other,16,0.05943431332707405,0.1811813943810459,0.9843558669090271,0.010710537433624268,0.010636377148330212,0.03289794921875
model.7.cv2.bn.running_mean,other,16,0.10996613651514053,0.8592109261505612,0.7587937116622925,0.023027703166007996,0.015509459190070629,0.05927276611328125
model.7.cv2.bn.running_var,other,16,0.04029352590441704,0.20078121600552418,0.9897787570953369,0.006689548492431641,0.007778463885188103,0.0255126953125
model.7.cv3.conv.weight,other,1024,0.43897461891174316,0.4541526842606514,0.9184229969978333,0.010490141808986664,0.008843962103128433,0.049591064453125
model.7.cv3.bn.weight,other,32,0.06689275056123734,0.011655380585456156,0.9999338984489441,0.00982666015625,0.0066831898875534534,0.025390625
model.7.cv3.bn.bias,other,32,0.09145043045282364,0.1464042664467329,0.9905225038528442,0.013238966464996338,0.009426341392099857,0.036441802978515625
model.7.cv3.bn.running_mean,other,32,0.139048770070076,0.5403099093761524,0.9213285446166992,0.020646631717681885,0.013552157208323479,0.044403076171875
model.7.cv3.bn.running_var,other,32,0.0588475838303566,0.1890390558712052,0.9820091724395752,0.00758671760559082,0.007231591269373894,0.02923583984375
model.7.m.0.cv1.conv.weight,other,256,0.24449418485164642,0.4970587976892393,0.9074358344078064,0.011942832730710506,0.009551472030580044,0.050689697265625
model.7.m.0.cv1.bn.weight,other,16,0.04315422847867012,0.010812384402817225,0.9999444484710693,0.008758544921875,0.006505862809717655,0.02490234375
model.7.m.0.cv1.bn.bias,other,16,0.027765175327658653,0.09342352283615891,0.9958336353302002,0.005770206451416016,0.0039848084561526775,0.01357269287109375
model.7.m.0.cv1.bn.running_mean,other,16,0.054010629653930664,0.6490608420146756,0.9343984127044678,0.0115908682346344,0.007153444457799196,0.03047943115234375
model.7.m.0.cv1.bn.running_var,other,16,0.008381480351090431,0.18381880694846095,0.9879748821258545,0.001825094223022461,0.001063130795955658,0.003383636474609375
model.7.m.0.cv2.conv.weight,other,2304,0.6134703755378723,0.6803829935528664,0.8076597452163696,0.009851828217506409,0.008143393322825432,0.0534820556640625
model.7.m.0.cv2.bn.weight,other,16,0.057679224759340286,0.014263670447307359,0.9999582171440125,0.01104736328125,0.009571433067321777,0.033203125
model.7.m.0.cv2.bn.bias,other,16,0.06154078617691994,0.20111389953521494,0.9871615767478943,0.011752605438232422,0.010254393331706524,0.031524658203125
model.7.m.0.cv2.bn.running_mean,other,16,0.11967159062623978,0.5020160593369989,0.9286454916000366,0.023800194263458252,0.018722714856266975,0.0528411865234375
model.7.m.0.cv2.bn.running_var,other,16,0.0886082872748375,0.2341508937212691,0.9725838899612427,0.018957138061523438,0.011836268939077854,0.0550537109375
model.8.conv.weight,other,18432,1.022479772567749,0.702920660650604,0.8110305070877075,0.005690959747880697,0.004932983312755823,0.0520172119140625
model.8.bn.weight,other,64,0.04614710062742233,0.005771067545547202,0.9999847412109375,0.004730224609375,0.003327502403408289,0.01708984375
model.8.bn.bias,other,64,0.07230169326066971,0.10086761476678723,0.995146632194519,0.006838344037532806,0.005955797620117664,0.02850341796875
model.8.bn.running_mean,other,64,0.31133005023002625,0.4262686963026948,0.9215846657752991,0.02871420979499817,0.026474911719560623,0.10888671875
model.8.bn.running_var,other,64,0.31355810165405273,0.19549392332195392,0.981031596660614,0.0295102596282959,0.025998758152127266,0.10791015625
model.9.cv1.conv.weight,other,2048,0.4864424169063568,0.5394934209246071,0.8944586515426636,0.008220926858484745,0.006926754489541054,0.07098531723022461
model.9.cv1.bn.weight,other,32,0.056043967604637146,0.010160912587567326,0.9999485015869141,0.007781982421875,0.006229560822248459,0.0263671875
model.9.cv1.bn.bias,other,32,0.09064476191997528,0.12002919264064679,0.9943693280220032,0.012349307537078857,0.010374131612479687,0.042236328125
model.9.cv1.bn.running_mean,other,32,0.0945596918463707,0.344340477535198,0.943060040473938,0.013376548886299133,0.010184915736317635,0.033294677734375
model.9.cv1.bn.running_var,other,32,0.08060630410909653,0.2442560914358073,0.9931519627571106,0.010289669036865234,0.010014993138611317,0.0400390625
model.9.cv2.conv.weight,other,2048,0.3987754285335541,0.5120811692176862,0.8970808982849121,0.0067624845542013645,0.005650820676237345,0.03790283203125
model.9.cv2.bn.weight,other,32,0.02820643223822117,0.005022563027127641,0.9999876022338867,0.0037078857421875,0.00338713638484478,0.013671875
model.9.cv2.bn.bias,other,32,0.058586325496435165,0.14043705506844129,0.9902191162109375,0.007958568632602692,0.006733440328389406,0.025665283203125
model.9.cv2.bn.running_mean,other,32,0.12136168777942657,0.6102206219593881,0.8386496305465698,0.019029825925827026,0.01006489060819149,0.0369415283203125
model.9.cv2.bn.running_var,other,32,0.037326227873563766,0.19258403829807186,0.9812870025634766,0.0047914981842041016,0.004609166644513607,0.02313232421875
model.9.cv3.conv.weight,other,4096,0.8142846822738647,0.5833027053185752,0.8839852809906006,0.009875430725514889,0.008023174479603767,0.057891845703125
model.9.cv3.bn.weight,other,64,0.1009538471698761,0.012505086278160587,0.9999232888221741,0.01070404052734375,0.006736284121870995,0.0380859375
model.9.cv3.bn.bias,other,64,0.15011286735534668,0.29074890172929674,0.9601259827613831,0.012385574169456959,0.014207149855792522,0.0577392578125
model.9.cv3.bn.running_mean,other,64,0.39773574471473694,0.7346401127956343,0.8613139986991882,0.038731206208467484,0.031418051570653915,0.13006591796875
model.9.cv3.bn.running_var,other,64,0.09729186445474625,0.26151061467283354,0.9726404547691345,0.009552359580993652,0.007586395367980003,0.0294189453125
model.9.m.0.cv1.conv.weight,other,1024,0.3460276424884796,0.5176534101976402,0.9122721552848816,0.008031269535422325,0.007244224194437265,0.047527313232421875
model.9.m.0.cv1.bn.weight,other,32,0.04651759937405586,0.008192294739317088,0.9999668598175049,0.0064697265625,0.005157054401934147,0.025390625
model.9.m.0.cv1.bn.bias,other,32,0.08029583841562271,0.3148353106435754,0.9547239542007446,0.010485896840691566,0.009720101952552795,0.03363037109375
model.9.m.0.cv1.bn.running_mean,other,32,0.12908539175987244,0.5965347608461888,0.9370482563972473,0.01781303435564041,0.014490601606667042,0.0624847412109375
model.9.m.0.cv1.bn.running_var,other,32,0.022210819646716118,0.3462804842297093,0.9711151123046875,0.0024527311325073242,0.003115062601864338,0.0134735107421875
model.9.m.0.cv2.conv.weight,other,9216,0.9335361123085022,0.7494366832978441,0.7980883121490479,0.007393836043775082,0.006316498387604952,0.058483123779296875
model.9.m.0.cv2.bn.weight,other,32,0.06081405282020569,0.010656330142550931,0.9999476671218872,0.009185791015625,0.0056745861656963825,0.03125
model.9.m.0.cv2.bn.bias,other,32,0.06923672556877136,0.20938809295719296,0.978083610534668,0.009110510349273682,0.008304057642817497,0.03075408935546875
model.9.m.0.cv2.bn.running_mean,other,32,0.20980426669120789,0.5250956211008099,0.9339962601661682,0.026663661003112793,0.026192469522356987,0.110107421875
model.9.m.0.cv2.bn.running_var,other,32,0.1703718900680542,0.2716094782416634,0.985913872718811,0.024593353271484375,0.01766345463693142,0.07373046875
model.10.conv.weight,neck,73728,1.65957510471344,0.9213431234724815,0.7130460143089294,0.0046899267472326756,0.003919281531125307,0.03507232666015625
model.10.bn.weight,neck,128,0.04723726958036423,0.004167966082929017,0.9999932646751404,0.003520965576171875,0.0022527638357132673,0.01171875
model.10.bn.bias,neck,128,0.09401336312294006,0.20425147698021898,0.9826302528381348,0.005951922852545977,0.005821534898132086,0.03369140625
model.10.bn.running_mean,neck,128,0.46804261207580566,0.5241266954620201,0.9051544070243835,0.0320328027009964,0.02628179080784321,0.1158447265625
model.10.bn.running_var,neck,128,0.331696093082428,0.20449536990035758,0.9797417521476746,0.022784709930419922,0.0185225959867239,0.08740234375
model.11.cv1.conv.weight,neck,8192,0.8366078734397888,0.601775122762378,0.8729912042617798,0.007160875480622053,0.005845047067850828,0.039398193359375
model.11.cv1.bn.weight,neck,64,0.068402960896492,0.009117591449593267,0.9999630451202393,0.00600433349609375,0.006135552655905485,0.02587890625
model.11.cv1.bn.bias,neck,64,0.13166303932666779,0.2237055457812214,0.9814469218254089,0.011232614517211914,0.012123811058700085,0.0802001953125
model.11.cv1.bn.running_mean,neck,64,0.2391325682401657,0.32936658087063525,0.9643206596374512,0.022967174649238586,0.019282754510641098,0.0870208740234375
model.11.cv1.bn.running_var,neck,64,0.12384498119354248,0.13662434358261338,0.990971028804779,0.011882781982421875,0.010000592097640038,0.0423583984375
model.11.cv2.conv.weight,neck,8192,0.5294303297996521,0.7697328620831312,0.7952600717544556,0.0043313167989254,0.003931595012545586,0.03108978271484375
model.11.cv2.bn.weight,neck,64,0.02157296985387802,0.002724314800920009,0.9999980926513672,0.002044677734375,0.001772039569914341,0.00830078125
model.11.cv2.bn.bias,neck,64,0.03537975251674652,0.3437352195175843,0.9509516954421997,0.0025021731853485107,0.003675381653010845,0.018341064453125
model.11.cv2.bn.running_mean,neck,64,0.12917497754096985,0.4936978924842433,0.9073657393455505,0.011787254363298416,0.011122729629278183,0.05495643615722656
model.11.cv2.bn.running_var,neck,64,0.052155934274196625,0.24273218286452058,0.9728648066520691,0.004252254962921143,0.004980938974767923,0.020843505859375
model.11.cv3.conv.weight,neck,16384,1.2298611402511597,0.5822638277753537,0.8733816742897034,0.007222915533930063,0.0063364868983626366,0.051177978515625
model.11.cv3.bn.weight,neck,128,0.060829732567071915,0.005287291756915878,0.9999890923500061,0.004302978515625,0.003236427204683423,0.013671875
model.11.cv3.bn.bias,neck,128,0.10418381541967392,0.27614599090717407,0.968338131904602,0.006883740425109863,0.00614065770059824,0.04376220703125
model.11.cv3.bn.running_mean,neck,128,0.7978468537330627,0.34050190982151407,0.9509427547454834,0.05286993086338043,0.0468512661755085,0.279296875
